P1,0.0003103610031,58.89807156,196.992,142.1601663,74.30483534,599.939292,0.07841212505,0.002936686887,3.097412401,0.1709953368,0.2057312855,0.5037830743,0.006668559016,0.1000205213,-28.32159436,2.150526792,0.08219237109,-0.1770052922,-0.379863809,0.05721137799,0.02512614661,0.1772013708,-0.1841875564,-0.04104608647,-0.1068766744,0.02061593976,-0.07449885602,0.01302103316,0.005285001984,0.02975381984,0.02170976369,0.02359564838,0.01655346649,0.03533298643,0.00331614074,0.00556808552,0.01194969626,0.01608801557,0.007860027516,0.02060236806,-2.86E-06,2.39E-09,0.0001898440782,-9.55E-06,-3.05E-06,-6.51E-05,7.79E-07,-6.98E-06,0.0001471127963,-2.17E-05,-1.92E-05,-2.64E-05,1.84E-05,0.0001022812104,0.0001154614588,4.73E-05,3.23E-06,5.32E-05,3.21E-05,7.00E-06,0.0001091907438,-1.93E-05,5.76E-07,3.29E-06,5.73E-06,-5.22E-06,7.50E-07,3.02E-05,1.08E-07,-1.74E-06,4.41E-06,-6.74E-06,3.61E-08,4.68E-06,0.8030037384,0.7461225592,0.8296007027,0.9028278278,0.5293043043,0.9287787788,0.6098098098,0.9267767768,0.5069319319,0.8971971972,0.497972973,0.8801801802,0.5568568569,0.9334334334,0.5832832833,609,284,3.091496101,1.441682911,8,0.531373,0.520348,0.708033,0,0
P10,0.0004113901058,60.12193851,426,115.3460302,71.90762619,559.1658174,0.08810600857,0.003644225346,3.098068603,0.1678617577,0.2202956533,0.4158175378,0.007956412725,0.128084507,-28.71614874,2.531338732,0.2461634008,0.01596695344,-0.3332839417,-0.2152611124,-0.0008278480535,0.04174718202,-0.2420069776,-0.0957484505,-0.1489747192,-0.1067701359,-0.06535842721,0.03637049942,0.008707404947,0.05352073408,0.02238315553,0.01720045196,0.0163875319,0.04147892976,0.002895801353,0.007401824321,0.01056271357,0.01710974802,0.006301617399,0.02937021833,2.45E-05,2.12E-07,9.74E-05,1.18E-05,-8.79E-06,0.0002092931498,1.70E-06,4.36E-05,0.0001525975066,3.12E-05,0.0001296173702,-4.12E-05,-2.97E-05,-2.03E-05,1.72E-06,-2.97E-05,-3.25E-05,3.16E-06,-5.54E-05,-3.15E-05,-1.53E-05,7.81E-08,-2.00E-07,-4.83E-06,-1.49E-06,-1.54E-06,-1.69E-07,-5.29E-06,-8.51E-08,2.03E-07,-2.35E-06,-5.23E-06,-3.04E-07,-1.92E-06,0.7769310551,0.8025895425,0.7512707248,0.9638624339,0.3640740741,0.9907936508,0.5161904762,0.9987301587,0.3052116402,0.9316931217,0.3015873016,0.922010582,0.4282539683,1.022486772,0.4721693122,1113,368,2.612676056,0.8638497653,75,0.642117,0,0.651181,0.606895,0
P11,0.0001344562385,55.26520966,271.992,190.902445,71.03060564,593.526919,0.1141839835,0.002479821506,3.134632777,0.2027355685,0.2283536281,0.6234010509,0.006481197149,0.1790860759,-28.37466387,2.205789299,-0.07941286252,-0.07544138268,-0.2252946759,0.0701855717,-0.02295055226,-0.02126755895,-0.07907487673,-0.1164171882,-0.05520103849,-0.04234297131,-0.1252538369,0.02373485176,0.003678243821,0.02533090827,0.01171232618,0.01844007765,0.01262939519,0.02303594687,0.001998552245,0.004980372282,0.02251543874,0.02745419892,0.007926107234,0.02172835957,6.09E-05,1.31E-07,0.0001458363288,2.86E-05,-1.28E-05,0.0002674795867,1.58E-07,3.72E-05,0.0002709226722,-0.0001885758128,8.16E-05,-8.83E-05,0.0001129444828,1.91E-05,-3.93E-05,-3.73E-06,-5.88E-06,-4.24E-05,5.15E-05,-4.24E-06,-5.56E-05,-1.56E-06,-2.69E-07,-5.74E-06,-5.89E-07,-3.49E-06,-1.33E-06,-1.59E-05,1.18E-08,-1.11E-06,-4.03E-06,-2.72E-06,2.59E-07,-4.19E-06,0.7422684829,0.8237414538,0.8559237911,0.8340987654,0.3598518519,0.8750864198,0.543308642,0.8817777778,0.3128148148,0.8051851852,0.3010617284,0.7821728395,0.4264197531,0.9016296296,0.4762469136,741,288,2.724344834,1.058854672,13,0.606516,0,0,0.62086,0
P12,0.0002017814992,57.02821353,204.984,186.7735085,72.72825522,586.0692191,0.08970508062,0.001363520999,3.139515032,0.1953313647,0.2218659071,0.5049115301,0.006543932801,0.1178256892,-29.98685628,2.38802389,-0.07669125129,0.0694176856,-0.2070978947,0.07665046631,-0.006078020272,0.03326294288,-0.07568533043,-0.1128023715,-0.2014500518,-0.07274809083,-0.1894075945,0.02504048293,0.01041521061,0.02997802205,0.01893770691,0.01418191909,0.01226413568,0.03798892874,0.001532295212,0.004196061808,0.01746157993,0.03806920549,0.00441403553,0.02743882048,-9.66E-06,5.26E-10,0.0001682613979,-8.32E-07,-1.04E-06,-2.36E-05,5.56E-07,-9.35E-06,1.98E-05,3.15E-05,-0.0001006303841,-5.63E-05,-4.94E-05,1.34E-05,4.49E-05,-4.63E-05,4.57E-05,-0.0001229027174,1.12E-05,-4.12E-06,8.98E-06,2.29E-06,3.48E-07,-1.61E-06,-6.61E-06,-1.12E-05,-3.02E-07,3.37E-05,-1.31E-07,6.62E-07,1.65E-08,-2.01E-06,-3.47E-07,7.76E-06,0.6752984945,0.5239170497,0.592134341,0.5291604938,0.4614814815,0.528962963,0.6358518519,0.5524444444,0.3968888889,0.4804938272,0.413654321,0.4764444444,0.519308642,0.6009382716,0.5739753086,714,275,3.483198689,1.341568122,7,0.528993,0.521192,0.909287,0.514447,0
P13,2.92E-05,48.63424964,294,186.221891,72.57602796,545.3293122,0.1124512623,0.003004761466,3.136228204,0.2271162742,0.2480740746,0.597754871,0.005839474416,0.1638917234,-28.27357968,2.680231654,0.3082574566,-0.002357717076,-0.2007885311,0.1343589454,-0.0147207399,0.1060390097,-0.03218620051,-0.05944000225,-0.1077207049,-0.165584172,-0.1396965389,0.02993018253,0.006710149845,0.04321578372,0.01565583107,0.01657445479,0.00913518738,0.04530932012,0.0008353917412,0.002935326002,0.01337438475,0.04576334472,0.01043793565,0.02922002093,1.25E-05,6.43E-09,0.0001051468126,-3.66E-06,7.61E-06,-8.60E-05,4.96E-07,5.98E-05,0.0001203984689,-1.59E-05,-4.91E-06,2.76E-05,4.51E-06,5.05E-05,-2.92E-05,-1.70E-06,-3.72E-05,-1.15E-05,3.31E-05,1.02E-05,2.34E-05,-6.75E-07,-5.22E-07,-2.43E-06,3.39E-06,-7.18E-07,2.21E-07,-4.15E-06,-6.90E-08,1.25E-06,3.43E-06,1.33E-06,3.00E-08,-8.32E-07,0.7770190517,0.8346103007,0.8514573372,0.8452592593,0.4824197531,0.8434814815,0.6682962963,0.8899753086,0.4331358025,0.804691358,0.4233333333,0.7774814815,0.5514074074,0.9030123457,0.6068641975,644,260,2.19047619,0.8843537415,21,0.574884,0.510653,0.70978,0,0
P14,0.0002377902326,57.7413402,246,195.2924347,72.86003922,511.0412465,0.1068359276,0.002307184021,3.122064833,0.2139104998,0.2212650506,0.6141821904,0.006804763872,0.1421859756,-29.44375388,2.344535121,0.2474224155,0.05639042144,-0.1385050567,-0.02789440928,-0.1939088921,0.08302103321,-0.05847008768,-0.1184259789,-0.09336130287,-0.1475452197,-0.01285291108,0.02250116289,0.004051516136,0.03478371506,0.01752438251,0.01525328881,0.009969399513,0.04254067031,0.0009198083206,0.006035085293,0.01480267085,0.03499329793,0.006438814225,0.02818198427,5.11E-05,6.90E-09,0.0001781271174,2.46E-05,-6.76E-06,0.000360938438,2.04E-07,0.0001034891599,0.0002022155686,-0.0001136262542,5.65E-05,8.72E-07,9.44E-05,-2.13E-05,3.70E-05,-1.89E-05,-6.32E-05,1.11E-05,4.15E-05,2.58E-05,9.88E-05,1.96E-07,-3.72E-07,-7.74E-06,-2.25E-06,3.25E-06,-2.79E-07,-7.54E-06,2.54E-07,-1.52E-07,-3.19E-07,-1.77E-05,-8.87E-07,-3.67E-06,0.805707077,0.2718514314,0.293186318,1.136320988,0.443037037,1.155407407,0.6510123457,1.183012346,0.3931604938,1.103753086,0.3867407407,1.073580247,0.5192592593,1.20345679,0.5720493827,612,268,2.487804878,1.089430894,5,0.599124,0,0,0.660757,0.549712
P15,0.0001310744798,55.15458151,472.992,178.6653912,66.08568404,591.861657,0.09509173242,0.002890041141,3.120286851,0.1935789298,0.2181946301,0.5415689872,0.006438559232,0.1253968883,-28.37123612,2.319774402,0.06392825149,-0.1081979284,-0.3743538015,-0.000482231331,-0.02047240031,0.07633999184,-0.09207233282,-0.02807080597,-0.07310954469,0.05188408419,-0.07164496498,0.01673718225,0.007706700646,0.02692988871,0.02406508561,0.01442522643,0.009968089101,0.03544204144,0.003481350242,0.01379287025,0.01624478688,0.02223716862,0.006339675196,0.02261711608,1.45E-06,-1.86E-11,9.32E-05,-6.83E-06,3.05E-06,-8.45E-05,2.01E-07,-9.96E-06,5.10E-05,-3.44E-06,-4.95E-05,-5.63E-05,-5.23E-05,4.95E-05,-3.52E-06,-5.30E-06,-8.08E-06,2.30E-05,2.80E-05,3.70E-05,3.16E-05,5.77E-07,-9.36E-08,2.01E-06,-1.86E-06,-5.25E-07,1.87E-06,5.99E-06,2.52E-08,8.11E-07,-1.71E-06,1.66E-06,2.07E-07,1.49E-06,0.7774434998,0.6548371765,0.6233926576,0.9,0.4265679012,0.9044938272,0.6299259259,0.9370864198,0.3641234568,0.8503209877,0.3697283951,0.848345679,0.511654321,0.9605432099,0.564345679,1204,397,2.545497598,0.8393376632,88,0.582462,0,0.865037,0,0
P16,0.0001420803778,55.50474112,490.008,223.3096696,75.46108324,585.1996664,0.1105737935,0.0005413219535,3.123356826,0.2078277697,0.221762885,0.6573117864,0.006591048662,0.1607908163,-30.86132447,2.123426852,0.1145163212,-0.1296050104,-0.2318699614,-0.07390949583,-0.05887533954,-0.05294207968,0.01480329635,-0.08961075882,-0.1127583362,-0.1540915027,-0.1728845867,0.03056217691,0.009782796791,0.02975200561,0.02000687239,0.01667828342,0.01109143845,0.03635447563,0.002258642117,0.006388047999,0.01253139006,0.02177291554,0.01344280638,0.02657785425,-4.25E-07,5.52E-10,5.77E-05,-8.56E-06,1.58E-06,-6.58E-05,6.70E-07,-3.95E-05,0.0001609164027,-1.88E-05,-5.30E-05,3.13E-05,1.63E-05,7.67E-06,-1.01E-05,-5.51E-05,-3.05E-05,1.44E-05,-7.16E-06,1.45E-05,-1.00E-05,2.42E-07,-1.90E-07,4.36E-07,1.61E-06,-1.14E-06,3.45E-07,8.36E-06,1.63E-07,2.54E-08,1.02E-06,-5.69E-06,2.34E-07,1.15E-06,0.8398838349,0.7194731688,0.7064499592,0.9729135802,0.4709382716,0.9904197531,0.6720493827,1.013481481,0.410962963,0.9291358025,0.4116790123,0.9205432099,0.5485925926,1.044246914,0.5925925926,1250,395,2.55097876,0.806109288,35,0.547432,0.541628,0.856556,0.839342,0
P17,9.32E-05,53.67355923,270,206.8611467,76.8934784,584.5726124,0.1218469115,0.0005228285221,3.135081902,0.2346894515,0.2403338458,0.7396531046,0.004602746112,0.1748472222,-31.59666942,2.389745612,0.1830284508,0.06406558963,-0.1784528449,-0.06810991661,-0.0879300058,-0.03590299724,-0.03718913248,-0.1083273119,-0.06957806447,-0.041964614,-0.04535035416,0.0298929712,0.005236806578,0.04221873817,0.02147570772,0.02005378142,0.01070046015,0.04139887543,0.002648176291,0.008332473399,0.01138571292,0.01960746249,0.008229501204,0.02569094849,6.33E-06,-1.59E-10,0.000131503866,-8.45E-06,5.42E-06,-0.0001209934876,6.38E-07,-2.67E-05,3.91E-05,6.01E-05,-8.64E-05,-2.69E-05,-9.82E-05,-7.83E-05,3.31E-05,8.27E-05,1.00E-05,2.13E-05,4.23E-05,7.43E-05,-1.56E-06,2.91E-06,1.71E-07,-6.01E-07,-4.69E-06,3.57E-06,6.84E-08,6.04E-06,-1.81E-08,1.05E-07,1.50E-06,-1.54E-06,7.64E-08,1.71E-06,0.773097419,0.5253274764,0.517152557,1.189677641,0.3086762689,1.222736626,0.540877915,1.244718793,0.2524348422,1.15308642,0.2413580247,1.136145405,0.3972565158,1.267901235,0.4482853224,604,270,2.237037037,1,21,0.620083,0,0.79114,0,0
P20,4.37E-05,50.38209186,234,207.511608,75.23907055,469.6633664,0.08943425501,0.0003734547299,3.135381722,0.209849884,0.2353088495,0.5353400411,0.005995814254,0.1052501781,-31.08577952,2.483907399,0.1987969499,0.1862796497,-0.0936156341,-0.007191434333,-0.07978621887,-0.02602610945,-0.08799872084,-0.1963557534,-0.2179510308,-0.0920771506,-0.1246183457,0.03673247981,0.005075358546,0.0557824972,0.0248844809,0.02126797293,0.01618073776,0.0436729741,0.001356264862,0.004640805761,0.009921610637,0.02614133531,0.005392131353,0.0323024187,2.07E-05,-5.44E-08,0.0001961582761,3.30E-05,-2.69E-06,0.0003801572571,4.94E-07,0.0001018518519,-0.0005507669878,-0.000109796711,-4.33E-06,4.28E-05,0.0001078797184,3.31E-05,0.0001303473031,0.0001842367208,9.57E-05,8.66E-05,2.16E-05,-1.38E-05,-3.41E-05,-3.02E-07,9.12E-08,7.30E-07,-8.72E-06,-1.71E-05,-1.39E-05,1.37E-05,2.02E-07,-1.43E-06,1.56E-07,4.79E-06,-5.09E-08,-2.54E-06,0.7667984527,0.8266403969,0.8423668357,0.8962716049,0.3528888889,0.9073580247,0.54,0.9466666667,0.3024691358,0.8693333333,0.280345679,0.8295802469,0.4185679012,0.9544197531,0.4687407407,542,238,2.316239316,1.017094017,11,0.656322,0,0.841594,0,0
