P1,0.8030037384,0.7461225592,0.8296007027,0.9028278278,0.5293043043,0.9287787788,0.6098098098,0.9267767768,0.5069319319,0.8971971972,0.497972973,0.8801801802,0.5568568569,0.9334334334,0.5832832833,0.06756756757,609,284,3.091496101,1.441682911,8,0.531373,0.520348,0.708033,0,0
P10,0.7769310551,0.8025895425,0.7512707248,0.9638624339,0.3640740741,0.9907936508,0.5161904762,0.9987301587,0.3052116402,0.9316931217,0.3015873016,0.922010582,0.4282539683,1.022486772,0.4721693122,0.1285714286,1113,368,2.612676056,0.8638497653,75,0.642117,0,0.651181,0.606895,0
P11,0.7422684829,0.8237414538,0.8559237911,0.8340987654,0.3598518519,0.8750864198,0.543308642,0.8817777778,0.3128148148,0.8051851852,0.3010617284,0.7821728395,0.4264197531,0.9016296296,0.4762469136,0,741,288,2.724344834,1.058854672,13,0.606516,0,0,0.62086,0
P12,0.6752984945,0.5239170497,0.592134341,0.5291604938,0.4614814815,0.528962963,0.6358518519,0.5524444444,0.3968888889,0.4804938272,0.413654321,0.4764444444,0.519308642,0.6009382716,0.5739753086,0.5066666667,714,275,3.483198689,1.341568122,7,0.528993,0.521192,0.909287,0.514447,0
P13,0.7770190517,0.8346103007,0.8514573372,0.8452592593,0.4824197531,0.8434814815,0.6682962963,0.8899753086,0.4331358025,0.804691358,0.4233333333,0.7774814815,0.5514074074,0.9030123457,0.6068641975,0.09333333333,644,260,2.19047619,0.8843537415,21,0.574884,0.510653,0.70978,0,0
P14,0.805707077,0.2718514314,0.293186318,1.136320988,0.443037037,1.155407407,0.6510123457,1.183012346,0.3931604938,1.103753086,0.3867407407,1.073580247,0.5192592593,1.20345679,0.5720493827,0.12,612,268,2.487804878,1.089430894,5,0.599124,0,0,0.660757,0.549712
P15,0.7774434998,0.6548371765,0.6233926576,0.9,0.4265679012,0.9044938272,0.6299259259,0.9370864198,0.3641234568,0.8503209877,0.3697283951,0.848345679,0.511654321,0.9605432099,0.564345679,0.04,1204,397,2.545497598,0.8393376632,88,0.582462,0,0.865037,0,0
P16,0.8398838349,0.7194731688,0.7064499592,0.9729135802,0.4709382716,0.9904197531,0.6720493827,1.013481481,0.410962963,0.9291358025,0.4116790123,0.9205432099,0.5485925926,1.044246914,0.5925925926,0.04,1250,395,2.55097876,0.806109288,35,0.547432,0.541628,0.856556,0.839342,0
P17,0.773097419,0.5253274764,0.517152557,1.189677641,0.3086762689,1.222736626,0.540877915,1.244718793,0.2524348422,1.15308642,0.2413580247,1.136145405,0.3972565158,1.267901235,0.4482853224,0.01851851852,604,270,2.237037037,1,21,0.620083,0,0.79114,0,0
P20,0.7667984527,0.8266403969,0.8423668357,0.8962716049,0.3528888889,0.9073580247,0.54,0.9466666667,0.3024691358,0.8693333333,0.280345679,0.8295802469,0.4185679012,0.9544197531,0.4687407407,0.04,542,238,2.316239316,1.017094017,11,0.656322,0,0.841594,0,0
P21,0.7611642128,0.8040363423,0.8413334967,0.8868395062,0.4778024691,0.9042222222,0.6817283951,0.9275555556,0.4255308642,0.8526419753,0.4221481481,0.8219753086,0.5462716049,0.9557037037,0.608691358,0.7066666667,1075,355,2.009315749,0.6635414798,105,0.623236,0.502692,0.939313,0,0
P22,0.7717963699,0.8005368051,0.7912579408,0.8765046296,0.4643518519,0.8938946759,0.6261574074,0.9190972222,0.401244213,0.8414351852,0.3969039352,0.8238425926,0.530150463,0.9380208333,0.5685763889,0,1026,403,2.545855169,0.9999801493,8,0.601007,0,0,0.661387,0
P24,0.7225373825,0.7276858713,0.7858018624,0.8071604938,0.3677037037,0.8178271605,0.5764444444,0.8334814815,0.3009382716,0.767308642,0.3153580247,0.7504197531,0.4420246914,0.8814814815,0.5152592593,0.8533333333,1032,361,2.835289463,0.9918018374,23,0.617357,0.537994,0.837654,0.767069,0
P25,0.7531863434,0.8081750444,0.8483491667,0.8965246068,0.4351851852,0.9068239472,0.6063419584,0.9356164384,0.3873921867,0.865854896,0.378970066,0.831100964,0.4926940639,0.9554540842,0.5492135972,0.4794520548,1088,381,2.840790408,0.994798847,35,0.546439,0,0.795437,0.62153,0
P27,0.7798062876,0.8328712854,0.8703016712,0.8785432099,0.4836049383,0.898,0.6943703704,0.9242962963,0.4176296296,0.846617284,0.4097283951,0.8141728395,0.5727407407,0.9458271605,0.6282469136,0,447,211,2.246411772,1.060386765,15,0.552336,0,0.622226,0.799246,0.704913
P29,0.8000134931,0.6862070122,0.5671748144,0.9511851852,0.5108888889,1.020148148,0.7258765432,1.012641975,0.458617284,0.9202962963,0.4353580247,0.9037530864,0.5998518519,1.03654321,0.6590617284,0.01333333333,683,283,2.956709957,1.225108225,25,0.569757,0,0.884209,0.627308,0
P3,0.6446997193,0.5498466544,0.684466605,0.5640740741,0.384691358,0.6034567901,0.5508641975,0.5955555556,0.3259259259,0.530617284,0.3333333333,0.522962963,0.4234567901,0.6530864198,0.4935802469,0.6666666667,1378,433,2.907172996,0.9135021097,107,0.590378,0,0.803487,0,0
P30,0.8331490774,0.6472356418,0.7201283902,0.878962963,0.6174320988,0.9278518519,0.848345679,0.9441481481,0.5618024691,0.8561481481,0.5319012346,0.8046419753,0.6899753086,0.9676049383,0.7695308642,0.4533333333,378,195,2.160197504,1.114387601,3,0.53912,0,0,0,0
P31,0.8223136022,0.6640036678,0.6762735037,0.9221707819,0.6304269547,0.9520576132,0.8474794239,0.9694444444,0.5699588477,0.8847736626,0.5707561728,0.8643004115,0.7123971193,0.9987654321,0.7594135802,0.01388888889,1016,363,2.559142385,0.9143392576,21,0.620127,0,0.817683,0.671715,0
P32,0.79592546,0.6422580855,0.7015350881,0.8371358025,0.5479753086,0.8724691358,0.765382716,0.8951604938,0.496617284,0.8110123457,0.4710864198,0.7650864198,0.6181728395,0.916691358,0.7,0.5333333333,1056,369,2.957983193,1.033613445,28,0.558735,0,0.596173,0.630027,0
P33,0.715215118,0.7005616809,0.7748507464,0.735037037,0.3450617284,0.7669382716,0.5856790123,0.7754074074,0.2839012346,0.6861234568,0.2951851852,0.6809876543,0.4429135802,0.8189135802,0.4981234568,0.04,848,312,2.77124183,1.019607843,37,0.541294,0.50023,0.754141,0,0
P34,0.7740987435,0.1311710213,0.1069128092,1.262345679,0.4744197531,1.343506173,0.7272592593,1.326814815,0.4164938272,1.235308642,0.3970864198,1.210123457,0.5707160494,1.355111111,0.6479506173,0.32,1049,396,2.65574999,1.00255195,11,0.643133,0,0.80168,0.818356,0
P35,0.8682188906,0.2873499424,0.3701814433,0.8425665102,0.7223004695,0.9113719353,0.9587897757,0.9200312989,0.6625456442,0.8221700574,0.6279603547,0.7706833594,0.8038601982,0.9344809598,0.8782472613,0.07042253521,627,265,2.559267241,1.081667973,16,0,0,0.774175,0,0
P37,0.7164109797,0.3709893264,0.4693632343,0.5054567901,0.4980246914,0.5738765432,0.7562962963,0.5690864198,0.4383950617,0.4746666667,0.4281234568,0.4394567901,0.5873580247,0.6079506173,0.6540740741,0,595,270,2.38015233,1.080069124,12,0.574674,0,0.843399,0.682387,0
P4,0.7496270584,0.7907359448,0.8411991152,0.744058642,0.3544753086,0.7794753086,0.5327932099,0.799537037,0.3004243827,0.7159722222,0.2805941358,0.6903549383,0.4327160494,0.8046296296,0.4828703704,0,799,282,3.038115228,1.072275963,56,0,0.531248,0.659621,0.631495,0
P42,0.8184164065,0.3257474539,0.2850806498,1.099037037,0.4594074074,1.153185185,0.6797530864,1.147851852,0.3914567901,1.063111111,0.3836790123,1.047802469,0.5480987654,1.188641975,0.600691358,0.1066666667,1276,408,2.567445754,0.8209387676,42,0.635442,0,0.730298,0.524537,0
P43,0.8471539438,0.2395830938,0.2913755972,0.7571358025,0.8322469136,0.8177777778,1.064691358,0.8126419753,0.7523209877,0.7238518519,0.7433580247,0.7057283951,0.9214320988,0.8488888889,0.9920493827,0.05333333333,621,267,2.797297297,1.202702703,6,0.556939,0,0,0,0
P44,0.8028363035,0.5821596288,0.6912113558,0.772962963,0.5751604938,0.8545432099,0.8145185185,0.8403950617,0.5158271605,0.7508148148,0.4814074074,0.7113580247,0.660345679,0.8693333333,0.7548148148,0,862,347,2.123110875,0.8546629623,6,0.593686,0,0.578696,0.65647,0
P45,0.8284587609,0.3913540616,0.4914907915,0.7762962963,0.72,0.8329135802,0.9414814815,0.834617284,0.6484197531,0.7537283951,0.6290864198,0.7235061728,0.784691358,0.8651851852,0.8659753086,0.6266666667,1083,408,3.384459611,1.275031876,21,0.606943,0,0.796527,0.718554,0
P47,0.7768696212,0.7064739449,0.7495319788,0.7559095861,0.451416122,0.7830882353,0.6660675381,0.8167211329,0.3824618736,0.7204793028,0.364379085,0.682788671,0.5376906318,0.8267973856,0.5916666667,0.01470588235,529,241,2.519047619,1.147619048,9,0.568624,0.52235,0.89565,0,0
P48,0.7785690754,0.8712925415,0.7917120777,0.8732345679,0.4683209877,0.9287654321,0.6717037037,0.9285432099,0.3987407407,0.8489876543,0.3910864198,0.8300246914,0.5554074074,0.9495308642,0.6024197531,0,867,304,2.92913322,1.027054785,39,0.527468,0.529908,0.905272,0,0
P49,0.8641582921,0.38206276,0.3925378121,1.039061728,0.5573333333,1.090765432,0.7652839506,1.104148148,0.5097283951,1.017432099,0.486,0.9773333333,0.626617284,1.10182716,0.6839506173,0.12,1453,481,2.358735601,0.7808340151,27,0.579531,0.526772,0.838549,0.562067,0
P5,0.7493405957,0.7860428746,0.6966744076,0.9803811057,0.4068438003,1.031910896,0.6146001074,1.040311326,0.3417069243,0.9494363929,0.3311325819,0.9174449812,0.493236715,1.065968867,0.5581320451,0,469,225,2.649717514,1.271186441,4,0.567398,0.527247,0.686396,0.813271,0
P50,0.7630790091,0.7386089673,0.8159527,0.7284197531,0.4850864198,0.7640246914,0.6664197531,0.7706666667,0.4274814815,0.6923950617,0.4286666667,0.6856790123,0.554617284,0.7940740741,0.5976296296,0.76,903,344,2.357751598,0.8981910849,5,0.527046,0.520447,0.699407,0.755626,0
P52,0.8538110427,0.5739782601,0.5838863826,0.801050304,0.7234936429,0.8352128248,0.9440574903,0.8568269762,0.6634328358,0.7627971255,0.655721393,0.7401879491,0.8155334439,0.8700386954,0.8660585959,0,804,320,2.88172043,1.146953405,38,0.610191,0,0.741364,0,0
P53,0.7985188893,0.8060880895,0.7793070468,0.8707616067,0.5339593114,0.9239175796,0.739019301,0.9294209703,0.4741523213,0.8406885759,0.4585289515,0.8121544079,0.6162232655,0.9506520605,0.6792905582,0.0985915493,773,284,3.360986469,1.234825559,26,0.545467,0.544708,0,0.742985,0
P55,0.8353532968,0.6400449665,0.6063462699,0.8597777778,0.6510617284,0.9164691358,0.8748148148,0.9231604938,0.6013580247,0.8332345679,0.5808888889,0.7957530864,0.735654321,0.9444444444,0.8,0,479,232,2.60348726,1.260979216,11,0,0,0.918173,0,0
P56,0.8004092186,0.546999285,0.6231453045,0.7517037037,0.5336790123,0.8241481481,0.767308642,0.8190123457,0.4834567901,0.7375802469,0.4573333333,0.690617284,0.6230617284,0.8287901235,0.6857777778,0.12,887,315,2.527065527,0.8974358974,64,0.577435,0,0.870945,0.53233,0
P57,0.8240907804,0.5123162106,0.6328199931,0.8421234568,0.656617284,0.9044444444,0.8815308642,0.9025679012,0.5962962963,0.8096790123,0.5806666667,0.7802962963,0.7307654321,0.9507160494,0.8033580247,0.09333333333,985,367,3.040123457,1.132716049,9,0.635877,0.512819,0,0.752391,0
P58,0.8261871593,0.6977300766,0.7817785577,0.8736790123,0.634345679,0.9162222222,0.8708148148,0.9267160494,0.5785432099,0.842962963,0.5668148148,0.8070617284,0.7143209877,0.9587654321,0.7841975309,0.5333333333,553,240,2.502353026,1.086012163,6,0.637748,0,0.525123,0.556475,0
P59,0.7868895823,0.320255859,0.3886896045,1.132380174,0.6778867102,1.205310458,0.9026143791,1.187309368,0.6114379085,1.09754902,0.6053104575,1.088344227,0.7577342048,1.244117647,0.8263071895,0.7205882353,515,236,2.783904169,1.275730842,6,0.612539,0,0.730978,0.523684,0
P6,0.7515635674,0.7585317867,0.7450210408,0.8263817664,0.4406267806,0.8597150997,0.6117948718,0.8726495726,0.3911965812,0.793048433,0.3863532764,0.7813105413,0.5110541311,0.8831339031,0.5695156695,0.03076923077,1157,399,2.647645723,0.9130601933,23,0.561605,0,0,0.786975,0
P60,0.7832913539,0.2619950974,0.3374777254,0.5458271605,0.676617284,0.5972592593,0.9170864198,0.6091851852,0.6218024691,0.5111111111,0.5999012346,0.4831604938,0.7630617284,0.6250864198,0.8437037037,0.16,1175,369,2.872973026,0.9022357843,41,0.592829,0.524873,0.893202,0.684065,0
P61,0.8541679147,0.3705611611,0.3999068871,1.032222222,0.6062716049,1.076617284,0.7895802469,1.098666667,0.5607407407,1.00962963,0.5214814815,0.9581728395,0.6672592593,1.09545679,0.7314567901,0,276,152,2.090909091,1.151515152,1,0,0,0.786079,0.530705,0
P62,0.8490798715,0.3650328053,0.3343079862,0.923127572,0.6211111111,0.9742798354,0.846255144,0.9962962963,0.5688477366,0.8980246914,0.5369958848,0.8552263374,0.7090534979,0.9903703704,0.7600823045,0.04444444444,1187,367,2.427402863,0.7505112474,25,0,0,0.718532,0,0
P63,0.8386150048,0.7152154582,0.723164886,0.8147160494,0.5905679012,0.8703209877,0.830962963,0.8894814815,0.5240740741,0.7871111111,0.4920740741,0.7505185185,0.6830617284,0.8932345679,0.7472098765,0.02666666667,1061,353,2.587855373,0.8609924096,56,0.570932,0.512983,0.872927,0,0
P64,0.8682688219,0.1872016981,0.2267677654,0.7870907139,0.6925389157,0.8562533548,0.9023617821,0.8669887279,0.6364197531,0.7759527644,0.589452496,0.7237251744,0.7718733226,0.860171766,0.8412238325,0,1672,480,2.763672908,0.793398921,55,0.600482,0,0.839085,0,0
P65,0.7490457733,0.7768747519,0.8599678948,0.7820493827,0.443037037,0.8425185185,0.6372839506,0.8298765432,0.375037037,0.753382716,0.3724444444,0.7474074074,0.5188641975,0.8645432099,0.574617284,0.6133333333,1523,509,2.529933953,0.8455261864,52,0.628847,0,0.908974,0.519709,0
P66,0.8184555881,0.8543198899,0.8497124802,0.9007901235,0.5938518519,0.9584197531,0.8179259259,0.9540740741,0.5247901235,0.8779753086,0.5091851852,0.8411851852,0.6949135802,0.974962963,0.7640987654,0.4533333333,1372,430,2.956947534,0.9267401162,37,0.577237,0,0.577349,0,0
P67,0.8164414678,0.5967670417,0.5436513888,1.030345679,0.5203209877,1.072765432,0.7187654321,1.080049383,0.4594814815,1.004345679,0.4401234568,0.9758024691,0.5945679012,1.099012346,0.6542716049,0.2533333333,1677,515,2.620279747,0.8046774415,28,0.586453,0,0.779201,0.531068,0
P69,0.7536851644,0.61910414,0.6997973926,0.6944691358,0.5405679012,0.740962963,0.7681481481,0.7468148148,0.4825432099,0.6571851852,0.4851111111,0.6298271605,0.6351604938,0.7780740741,0.7103703704,0.01333333333,709,273,2.258019313,0.8694489032,14,0.607211,0,0.830149,0,0
P7,0.7305896954,0.8754701506,0.8318360004,0.8564444444,0.3396296296,0.8810864198,0.5355555556,0.8995555556,0.2815061728,0.8177777778,0.2816296296,0.8058765432,0.4249876543,0.9272098765,0.4644444444,0.12,808,336,2.992592593,1.244444444,5,0.55441,0.520089,0.880877,0.724077,0
P70,0.6550395594,0.6698535852,0.7679731029,0.6366419753,0.3180493827,0.6685185185,0.5075061728,0.6757037037,0.256617284,0.5960493827,0.2695061728,0.5860246914,0.3776790123,0.7214814815,0.4424197531,0.3466666667,375,189,2.450980392,1.235294118,9,0.559356,0,0.935873,0,0.57921
P71,0.7559733616,0.6076106433,0.690517797,0.7330123457,0.4614567901,0.7772098765,0.6584691358,0.7859259259,0.4107160494,0.7071111111,0.3909876543,0.6748148148,0.5274074074,0.812691358,0.5962962963,0.8133333333,519,238,2.414043313,1.107017936,12,0.631125,0,0.722889,0.780053,0
P72,0.7349922075,0.6743939637,0.7499937396,0.6935555556,0.3887407407,0.7314074074,0.5675555556,0.748,0.3372345679,0.6642962963,0.3225185185,0.6422222222,0.4523950617,0.7700246914,0.5103703704,0.4133333333,434,179,2.800144524,1.154898317,11,0.585696,0,0.775024,0,0.634106
P73,0.7738128432,0.6458441907,0.6138956376,0.8403209877,0.3759012346,0.864962963,0.5846419753,0.8771358025,0.3225185185,0.7893333333,0.3382222222,0.7920493827,0.459654321,0.9248395062,0.5180740741,0.08,707,293,3.335031511,1.382127627,10,0.605856,0.511005,0.554195,0.535883,0
P74,0.6977443235,0.5849364305,0.7635098895,0.6170617284,0.4000987654,0.6790864198,0.5667654321,0.6460740741,0.3377037037,0.5828148148,0.3438765432,0.5939259259,0.4643950617,0.7038024691,0.509382716,0,406,199,2.374269006,1.16374269,7,0.6332,0,0.780179,0.718347,0.700167
P76,0.7459280009,0.4130639443,0.4659998172,0.6495308642,0.5538271605,0.6775308642,0.7345185185,0.6999012346,0.5215555556,0.6209876543,0.5057037037,0.581382716,0.6147654321,0.7255308642,0.6845432099,0.1066666667,660,264,3.055555556,1.222222222,13,0.583948,0,0.87444,0,0
P77,0.821353649,0.6154715238,0.562759504,0.9950617284,0.5239398819,1.037359098,0.7193236715,1.037198068,0.469538379,0.969726248,0.4684380032,0.952979066,0.5972624799,1.060601181,0.6518518519,0.07246376812,670,264,2.779990706,1.095399323,13,0.587358,0,0,0.556651,0
P78,0.6738900757,0.7804077435,0.8461160813,0.8461481481,0.229037037,0.8687407407,0.410617284,0.8915555556,0.1747407407,0.814617284,0.1642222222,0.7794074074,0.2889382716,0.9246419753,0.3586666667,0.88,385,203,2.264812462,1.194173843,4,0.619539,0,0.761618,0.697832,0
P79,0.8045369068,0.6947497302,0.7433263312,0.8434320988,0.5807901235,0.8595555556,0.7404444444,0.8839506173,0.5375802469,0.8142716049,0.5314567901,0.789037037,0.638962963,0.9044444444,0.6877530864,0,1228,387,2.89617177,0.912718628,54,0.553075,0,0.846596,0,0
P8,0.7469270588,0.8738377212,0.8102441972,0.8990864198,0.3722469136,0.9501728395,0.555308642,0.9512592593,0.3299012346,0.8824197531,0.3176296296,0.8505679012,0.4442469136,0.9612345679,0.4999506173,0,785,317,2.47640319,1.000025237,26,0.530277,0,0,0.691361,0
P80,0.7915057714,0.3617626611,0.3559285793,1.160296296,0.4001975309,1.186123457,0.5655308642,1.2,0.3527901235,1.134024691,0.3465679012,1.115358025,0.4677037037,1.221333333,0.5066666667,0.2,723,334,2.79141957,1.289535458,18,0.59619,0,0.686357,0,0
P81,0.7825279123,0.6001562298,0.7092822337,0.7044691358,0.5104197531,0.7638271605,0.6857283951,0.7541234568,0.4641975309,0.6847901235,0.4521975309,0.6660246914,0.5787654321,0.7700246914,0.6247407407,0,712,293,3.029684096,1.246766068,12,0.625596,0.547526,0,0.743633,0
P83,0.7442027272,0.8492761819,0.842572265,0.8735555556,0.4072098765,0.912962963,0.5793580247,0.9196049383,0.3621234568,0.8411358025,0.3520987654,0.822962963,0.4723950617,0.9511604938,0.5306666667,0.1066666667,481,211,2.897450725,1.271023083,19,0.646988,0,0.572752,0.549348,0
P84,0.720533084,0.5885168753,0.6657974168,0.6493580247,0.4091358025,0.6634814815,0.5664691358,0.678617284,0.3594814815,0.613037037,0.3589876543,0.6053333333,0.4724938272,0.7123950617,0.5121975309,0.4266666667,1079,382,3.220972441,1.140325739,23,0.605029,0,0.647433,0.524264,0
P85,0.7773707432,0.8649410012,0.8217400435,0.8594320988,0.4628888889,0.9081234568,0.6285432099,0.9094320988,0.4115555556,0.8332345679,0.3986666667,0.8122962963,0.5340740741,0.9265679012,0.5831604938,0.6666666667,1241,401,3.437596951,1.110778709,54,0.59867,0.525691,0.963865,0.741858,0
P86,0.7795819372,0.7488400279,0.8358144223,0.7967407407,0.4587654321,0.846962963,0.6332839506,0.8450864198,0.4127407407,0.781037037,0.397654321,0.7581728395,0.5309135802,0.8576790123,0.5790123457,0.02666666667,1189,375,3.170666667,1,51,0.574811,0.510105,0.846864,0,0
P89,0.716195484,0.8242653734,0.7300433847,0.9805185185,0.3162222222,1.031753086,0.476345679,1.020098765,0.2708888889,0.9681481481,0.262617284,0.9501728395,0.3773333333,1.040197531,0.4272098765,0.05333333333,781,293,2.331398959,0.8746477528,22,0.597407,0,0.912696,0,0
PP1,0.7998178914,0.7750789836,0.6980763171,0.9181481481,0.4921481481,0.976962963,0.6895308642,0.975654321,0.4372098765,0.9023209877,0.4195802469,0.8710617284,0.5668148148,0.9785679012,0.615654321,0.4266666667,530,241,2.938958389,1.336394286,11,0.566306,0,0.84639,0.678164,0
PP10,0.7860306544,0.750155222,0.6795045714,0.9528148148,0.4517037037,0.9982469136,0.6441481481,1.008296296,0.4020987654,0.9316049383,0.3792345679,0.9019259259,0.5265185185,1.016493827,0.5803950617,0,550,231,2.311312826,0.9707513868,23,0.593792,0,0.619706,0.774748,0
PP11,0.7894190672,0.8406715386,0.7904000902,0.8917530864,0.4624691358,0.9195308642,0.6418765432,0.9380246914,0.4197777778,0.8624691358,0.4057777778,0.8369382716,0.5329382716,0.9495802469,0.5765432099,0,508,223,2.822222222,1.238888889,6,0.585006,0,0,0.838033,0
PP12,0.7278821509,0.6547648717,0.7806692492,0.7470123457,0.4649382716,0.7798518519,0.6430617284,0.7784197531,0.409654321,0.7105185185,0.4151358025,0.7063703704,0.5235061728,0.8294320988,0.5778765432,0.8,561,225,2.999871663,1.203157084,13,0.65635,0.603491,0,0.857958,0
PP13,0.7509119576,0.8596635569,0.8361028713,0.7941234568,0.5181234568,0.8165185185,0.7464197531,0.8374320988,0.4447654321,0.7328395062,0.4576049383,0.7404444444,0.6064197531,0.8847407407,0.6762962963,0.01333333333,563,247,2.077613438,0.9114929295,7,0.545907,0,0.509229,0.63224,0
PP14,0.7755281329,0.4162993056,0.4708729313,1.176832151,0.4403073286,1.198699764,0.6505122143,1.237746257,0.3942474389,1.154215918,0.3668636722,1.101654846,0.5226950355,1.238140268,0.5691095351,0,696,278,2.840909091,1.13473093,5,0.595013,0,0.666857,0.795572,0
